date,tmin,tmax,tave,pr,temp_range,tave_7day,tave_30day
2009-01-28,23.74538888888889,31.097,27.419944444444447,0.0,7.3516111111111115,27.223801587301587,25.82986111111111
2009-01-29,23.426222222222222,31.72088888888889,27.57338888888889,0.0,8.294666666666668,27.240404761904763,25.864005555555554
2009-01-30,23.87761111111111,32.10133333333333,27.988500000000002,0.0,8.223722222222218,27.21957936507937,25.964072222222224
2009-01-31,23.95888888888889,29.721,26.83961111111111,0.0,5.7621111111111105,27.199880952380955,26.026546296296296
2009-02-01,24.05816666666667,28.75888888888889,26.4085,0.68,4.700722222222222,27.163388888888885,26.07916111111111
2009-02-02,24.31472222222222,28.50127777777778,26.407999999999998,0.0,4.186555555555561,27.119912698412698,26.14253888888889
2009-02-03,23.26711111111111,29.03988888888889,26.15438888888889,0.0,5.77277777777778,26.970333333333336,26.15508148148148
2009-02-04,22.987388888888887,28.912055555555558,25.948,0.0,5.9246666666666705,26.76005555555556,26.152937037037034
2009-02-05,22.467555555555556,30.244222222222223,26.356444444444442,0.0,7.776666666666667,26.58620634920635,26.12405925925926
2009-02-06,23.87633333333333,29.679666666666666,26.777833333333334,0.0,5.803333333333335,26.413253968253965,26.10502037037037
2009-02-07,23.186222222222224,24.936555555555554,24.060444444444446,5066.93,1.7503333333333302,26.016230158730156,25.99910925925926
2009-02-08,23.986555555555555,30.420277777777777,27.20238888888889,0.8300000000000001,6.433722222222222,26.12964285714285,26.0314
2009-02-09,23.442222222222224,30.141444444444446,26.790888888888887,0.0,6.699222222222222,26.18434126984127,26.09694629629629
2009-02-10,23.898722222222226,30.084833333333336,26.990666666666666,216.77,6.18611111111111,26.303809523809523,26.185640740740737
2009-02-11,23.629166666666666,28.625722222222223,26.128777777777778,147.06,4.996555555555556,26.32963492063492,26.274988888888892
2009-02-12,23.55661111111111,28.644388888888887,26.1005,0.0,5.087777777777777,26.29307142857143,26.32456666666667
2009-02-13,23.401055555555555,28.119222222222223,25.761055555555554,49.85,4.718166666666669,26.147817460317462,26.383085185185188
2009-02-14,22.388333333333335,27.526944444444446,24.958166666666667,202.12,5.138611111111111,26.276063492063493,26.42616481481481
2009-02-15,23.060722222222225,30.997944444444446,27.029777777777777,0.0,7.937222222222221,26.251404761904762,26.540509259259256
2009-02-16,23.770999999999997,30.924611111111112,27.348499999999998,0.55,7.153611111111115,26.331063492063493,26.62900925925926
2009-02-17,23.59266666666667,33.123777777777775,28.360222222222223,0.0,9.531111111111105,26.526714285714284,26.703216666666666
2009-02-18,24.673111111111112,32.48155555555556,28.577111111111112,0.0,7.808444444444447,26.87647619047619,26.779374074074074
2009-02-19,24.799,33.2535,29.026000000000003,0.0,8.454500000000003,27.29440476190476,26.87162962962963
2009-02-20,24.000333333333337,32.317499999999995,28.15705555555556,0.0,8.317166666666658,27.636690476190477,26.917094444444444
2009-02-21,24.236777777777778,31.3815,27.808666666666667,0.0,7.144722222222221,28.043904761904763,26.92881111111111
2009-02-22,25.051777777777776,30.22772222222222,27.639000000000003,0.0,5.175944444444443,28.130936507936507,26.912301851851854
2009-02-23,23.98122222222222,32.311166666666665,28.146555555555555,0.0,8.329944444444443,28.244944444444446,26.95127037037037
2009-02-24,24.298833333333334,32.01522222222222,28.157833333333333,0.0,7.716388888888886,28.21603174603175,27.001066666666667
2009-02-25,24.825055555555558,32.20983333333333,28.519333333333336,0.0,7.384777777777771,28.20777777777778,27.0613
2009-02-26,25.66838888888889,31.85061111111111,28.758166666666668,0.0,6.182222222222219,28.169515873015875,27.11319074074074
2009-02-27,24.86877777777778,31.098388888888888,27.98477777777778,0.0,6.229611111111108,28.144904761904762,27.132018518518517
2009-02-28,24.704777777777775,31.336,28.020222222222223,0.0,6.631222222222224,28.175126984126987,27.146912962962965
2009-03-01,24.31211111111111,32.60583333333334,28.45838888888889,0.0,8.293722222222225,28.29218253968254,27.162575925925925
2009-03-02,24.849722222222223,32.045,28.447166666666664,0.0,7.195277777777779,28.335126984126987,27.216161111111113
2009-03-03,24.213944444444447,31.346833333333336,27.779222222222224,0.0,7.132888888888889,28.28103968253968,27.261851851851855
2009-03-04,24.31877777777778,32.815111111111115,28.56688888888889,0.0,8.496333333333336,28.287833333333335,27.33381481481482
2009-03-05,24.263,33.657944444444446,28.96061111111111,0.0,9.394944444444445,28.31675396825397,27.427355555555557
2009-03-06,24.03877777777778,33.39977777777778,28.718333333333334,0.0,9.360999999999997,28.421547619047622,27.5197
2009-03-07,24.09422222222222,33.28944444444445,28.691,0.0,9.195222222222228,28.517373015873016,27.59751851851852
2009-03-08,24.695444444444448,33.77333333333333,29.233444444444448,0.0,9.077888888888886,28.628095238095238,27.679372222222224
2009-03-09,23.957,33.74261111111111,28.848277777777774,0.0,9.785611111111109,28.685396825396822,27.838966666666668
2009-03-10,24.356055555555557,32.693777777777775,28.525666666666666,0.0,8.337722222222219,28.792031746031746,27.883075925925926
2009-03-11,25.48161111111111,32.458555555555556,28.968944444444443,0.0,6.976944444444445,28.84946825396825,27.95567777777778
2009-03-12,24.77716666666667,33.45033333333333,29.114333333333335,0.0,8.673166666666663,28.87142857142857,28.026466666666668
2009-03-13,25.257055555555553,33.47222222222222,29.363944444444446,0.0,8.215166666666669,28.963658730158727,28.134305555555557
2009-03-14,24.669222222222224,32.522,28.59588888888889,0.0,7.852777777777774,28.950071428571427,28.217485185185183
2009-03-15,23.951277777777776,30.140722222222223,27.046777777777777,0.0,6.189444444444447,28.637690476190475,28.26034259259259
2009-03-16,24.63094444444444,31.386111111111113,28.009055555555555,0.0,6.755166666666671,28.517801587301587,28.362038888888886
2009-03-17,24.65866666666667,31.34022222222222,27.99972222222222,174.82,6.681555555555551,28.442666666666664,28.394370370370375
2009-03-18,23.985333333333333,33.690444444444445,28.83761111111111,0.0,9.705111111111112,28.423904761904762,28.44400740740741
2009-03-19,24.211333333333332,33.76727777777778,28.989555555555555,0.0,9.555944444444446,28.406079365079364,28.464985185185185
2009-03-20,24.717444444444446,32.475833333333334,28.59811111111111,0.0,7.758388888888888,28.2966746031746,28.465685185185187
2009-03-21,23.629444444444445,33.35288888888889,28.492555555555555,0.0,9.723444444444446,28.281912698412697,28.447903703703705
2009-03-22,22.378555555555554,33.642833333333336,28.01166666666667,0.0,11.264277777777782,28.419753968253968,28.44305740740741
2009-03-23,22.64338888888889,34.38355555555555,28.51161111111111,0.0,11.740166666666664,28.49154761904762,28.466488888888886
2009-03-24,23.736555555555555,33.607055555555554,28.671611111111112,0.0,9.8705,28.587531746031747,28.500909259259256
2009-03-25,23.038222222222224,35.259277777777775,29.14938888888889,0.0,12.221055555555552,28.632071428571432,28.534337037037037
2009-03-26,24.03172222222222,33.91905555555556,28.97555555555556,0.0,9.887333333333338,28.63007142857143,28.561594444444445
2009-03-27,24.421055555555554,34.410999999999994,29.4155,0.0,9.98994444444444,28.746841269841273,28.59146666666667
2009-03-28,24.714555555555556,34.23916666666667,29.476777777777777,0.0,9.524611111111113,28.887444444444444,28.61542037037037
2009-03-29,24.921333333333333,35.18,30.0515,0.0,10.258666666666667,29.178849206349206,28.684311111111114
2009-03-30,25.427,32.43116666666666,28.92877777777778,300.2,7.004166666666663,29.238444444444443,28.714596296296296
2009-03-31,26.696833333333334,32.60161111111111,29.648555555555554,8.94,5.9047777777777775,29.378007936507938,28.75426851851852
2009-04-01,25.67227777777778,33.61061111111111,29.641666666666666,0.0,7.938333333333333,29.44833333333333,28.794085185185182
2009-04-02,26.675333333333334,33.66638888888889,30.169888888888888,0.0,6.991055555555555,29.61895238095238,28.873774074074074
2009-04-03,26.497,31.66961111111111,29.08366666666667,0.0,5.1726111111111095,29.571547619047617,28.891000000000002
2009-04-04,27.41572222222222,32.06722222222223,29.741,0.0,4.651500000000006,29.609293650793653,28.917012962962964
2009-04-05,25.75238888888889,34.3625,30.05816666666667,0.0,8.610111111111106,29.610246031746033,28.96167407407408
2009-04-06,25.488444444444443,33.23777777777778,29.361777777777778,0.0,7.749333333333336,29.672103174603173,28.984033333333336
2009-04-07,24.701722222222223,33.53427777777778,29.117944444444444,0.0,8.832555555555558,29.596301587301586,28.980183333333336
2009-04-08,25.302,34.70005555555556,30.00222222222222,0.0,9.398055555555558,29.647809523809524,29.01864814814815
2009-04-09,25.825388888888888,35.026833333333336,30.427,0.0,9.201444444444448,29.684539682539683,29.082025925925926
2009-04-10,26.41333333333333,35.988388888888885,31.2005,0.0,9.575055555555554,29.986944444444447,29.156411111111115
2009-04-11,26.789555555555555,34.42961111111111,30.609222222222222,0.0,7.640055555555552,30.11097619047619,29.206240740740743
2009-04-12,26.716722222222224,34.911833333333334,30.8145,0.0,8.19511111111111,30.219023809523808,29.25459259259259
2009-04-13,27.443333333333335,35.67711111111111,31.558666666666667,0.0,8.233777777777775,30.53286507936508,29.353351851851855
2009-04-14,27.721388888888892,35.57794444444444,31.649611111111113,340.16,7.856555555555548,30.89453174603175,29.50677962962963
2009-04-15,25.998055555555553,34.950722222222225,30.473388888888888,0.0,8.952666666666673,30.96184126984127,29.58892407407408
2009-04-16,26.51411111111111,36.12094444444444,31.317777777777778,446.08,9.60683333333333,31.08909523809524,29.699525925925922
2009-04-17,27.853666666666665,32.70083333333333,30.278555555555556,417.38,4.847166666666663,30.95738888888889,29.747557407407406
2009-04-18,25.31083333333333,29.868944444444445,27.59027777777778,2322.08,4.5581111111111134,30.52611111111111,29.700914814814816
2009-04-19,24.801166666666667,32.091055555555556,28.445611111111113,1554.75,7.289888888888889,30.187698412698413,29.69583148148148
2009-04-20,25.351666666666667,31.009944444444443,28.181166666666666,4229.57,5.658277777777776,29.70519841269841,29.68545185185185
2009-04-21,25.09888888888889,29.60022222222222,27.349666666666664,3313.35,4.501333333333331,29.090920634920632,29.663385185185184
2009-04-22,25.141222222222222,29.545444444444446,27.343666666666664,1188.54,4.404222222222224,28.643817460317457,29.624453703703704
2009-04-23,24.631444444444444,31.04861111111111,27.839111111111112,250.6,6.417166666666667,28.146865079365078,29.596703703703707
2009-04-24,25.69611111111111,32.08888888888889,28.89272222222222,128.38,6.392777777777777,27.948888888888888,29.58814814814815
2009-04-25,24.095000000000002,32.05705555555555,28.075944444444445,142.14000000000001,7.962055555555548,28.01826984126984,29.55816111111111
2009-04-26,24.93827777777778,31.49277777777778,28.21527777777778,631.32,6.554499999999997,27.985365079365078,29.518153703703703
2009-04-27,24.258777777777777,32.49427777777778,28.37761111111111,437.65999999999997,8.235500000000005,28.01342857142857,29.481514814814815
2009-04-28,24.70377777777778,32.186277777777775,28.44477777777778,2584.81,7.482499999999995,28.169873015873016,29.427957407407405
2009-04-29,24.86327777777778,28.801722222222224,26.832944444444447,3015.54,3.938444444444446,28.0969126984127,29.358096296296296
2009-04-30,24.644944444444445,29.01411111111111,26.828833333333332,4178.6,4.369166666666665,27.9525873015873,29.264105555555556
2009-05-01,24.739333333333335,30.302611111111112,27.52255555555556,5636.34,5.5632777777777775,27.75684920634921,29.193468518518518
2009-05-02,24.287111111111113,28.05227777777778,26.168,7171.28,3.7651666666666657,27.48428571428571,29.06007222222222
2009-05-03,24.69288888888889,28.140722222222223,26.417555555555555,3563.97,3.4478333333333318,27.227468253968254,28.97120185185185
2009-05-04,24.27411111111111,31.310000000000002,27.79177777777778,1654.28,7.035888888888891,27.143777777777782,28.906227777777776
2009-05-05,24.310222222222222,31.421333333333333,27.866888888888887,3004.22,7.111111111111111,27.061222222222224,28.833185185185183
2009-05-06,24.006388888888885,32.60272222222222,28.305333333333333,257.66,8.596333333333334,27.27156349206349,28.79797037037037
2009-05-07,23.643444444444444,32.74205555555555,28.19311111111111,37.34,9.098611111111108,27.466460317460314,28.767142592592588
2009-05-08,26.232388888888888,30.437555555555555,28.3345,2540.25,4.205166666666667,27.58245238095238,28.711551851851855
2009-05-09,24.71688888888889,31.014333333333333,27.865333333333336,669.87,6.297444444444444,27.824928571428575,28.62616296296296
2009-05-10,24.01061111111111,32.077,28.045166666666667,345.69,8.066388888888888,28.057444444444446,28.520985185185182
2009-05-11,25.386222222222223,33.168277777777774,29.277944444444444,255.21,7.7820555555555515,28.26975396825397,28.47660925925926
2009-05-12,25.551055555555553,32.9545,29.253333333333334,0.8700000000000001,7.40344444444445,28.46781746031746,28.424570370370372
2009-05-13,25.133111111111113,32.04127777777778,28.587944444444442,0.8400000000000001,6.908166666666666,28.508190476190475,28.325546296296295
2009-05-14,24.839277777777777,34.40788888888889,29.624666666666663,0.0,9.568611111111114,28.712698412698412,28.25804814814815
2009-05-15,26.831666666666667,33.595666666666666,30.21338888888889,0.0,6.763999999999999,28.981111111111115,28.24938148148148
2009-05-16,25.905277777777776,33.006,29.45738888888889,0.0,7.100722222222224,29.208547619047618,28.187368518518518
2009-05-17,25.82661111111111,33.39011111111111,29.608555555555554,0.0,7.563500000000001,29.43188888888889,28.165035185185182
2009-05-18,26.447222222222223,31.023944444444446,28.735833333333332,953.4,4.576722222222223,29.354444444444447,28.203220370370374
2009-05-19,24.605944444444443,28.887611111111113,26.74727777777778,2865.76,4.28166666666667,28.99643650793651,28.14660925925926
2009-05-20,24.81288888888889,31.541888888888888,28.177444444444447,0.0,6.728999999999999,28.93779365079365,28.14648518518518
2009-05-21,24.410222222222224,32.26033333333333,28.33527777777778,662.4399999999999,7.850111111111104,28.75359523809524,28.17933888888889
2009-05-22,23.980999999999998,33.004333333333335,28.492444444444445,78.82,9.023333333333337,28.50774603174603,28.217631481481483
2009-05-23,24.293777777777777,33.573166666666665,28.932222222222222,0.0,9.279388888888889,28.43272222222222,28.25406851851852
2009-05-24,24.274611111111113,33.26894444444444,28.77261111111111,0.0,8.99433333333333,28.313301587301588,28.250064814814817
2009-05-25,25.08205555555556,33.87166666666666,29.474666666666664,0.0,8.789611111111103,28.418849206349204,28.296688888888887
2009-05-26,24.780944444444444,33.09177777777778,28.93527777777778,538.01,8.310833333333335,28.73142063492063,28.32068888888889
2009-05-27,25.405055555555556,32.36083333333333,28.88322222222222,890.9,6.955777777777776,28.83224603174603,28.33754259259259
2009-05-28,25.30061111111111,31.59,28.44511111111111,537.66,6.28938888888889,28.84793650793651,28.337553703703705
2009-05-29,24.773555555555554,32.42933333333333,28.602944444444443,269.99,7.655777777777779,28.86372222222222,28.396553703703706
2009-05-30,25.585,29.19777777777778,27.39177777777778,4835.13,3.6127777777777794,28.64365873015873,28.415318518518518
2009-05-31,24.781944444444445,27.897944444444445,26.340444444444444,6888.3,3.1159999999999997,28.29620634920635,28.375914814814813
2009-06-01,25.46222222222222,31.36911111111111,28.415166666666664,1478.25,5.90688888888889,28.144849206349203,28.45082037037037
2009-06-02,25.38222222222222,31.125333333333337,28.253555555555558,1775.13,5.743111111111116,28.047460317460317,28.51202037037037
2009-06-03,26.385055555555557,31.07122222222222,28.72927777777778,518.25,4.686166666666665,28.025468253968253,28.54327037037037
2009-06-04,26.007055555555556,32.3025,29.155555555555555,240.23,6.2954444444444455,28.126960317460316,28.586225925925927
2009-06-05,25.82927777777778,32.57633333333333,29.203722222222222,765.34,6.747055555555551,28.21278571428571,28.616172222222225
2009-06-06,26.63366666666667,30.915833333333335,28.774555555555555,1813.17,4.282166666666665,28.410325396825396,28.635553703703703
2009-06-07,25.090444444444444,27.36122222222222,26.226444444444446,9149.08,2.270777777777777,28.39403968253968,28.565285185185186
2009-06-08,24.639777777777777,29.070833333333333,26.854055555555554,6370.05,4.431055555555556,28.17102380952381,28.531575925925928
2009-06-09,24.82038888888889,31.038944444444446,27.92983333333333,1616.29,6.218555555555557,28.12477777777778,28.527731481481485
2009-06-10,24.6175,31.919888888888888,28.26738888888889,945.68,7.302388888888888,28.058793650793653,28.494046296296293
2009-06-11,25.691999999999997,31.355833333333333,28.523944444444446,0.0,5.663833333333336,27.968563492063492,28.469733333333334
2009-06-12,24.735666666666667,31.847388888888887,28.29072222222222,3066.06,7.11172222222222,27.83813492063492,28.459825925925927
2009-06-13,24.3115,32.849666666666664,28.579500000000003,835.6899999999999,8.538166666666665,27.810269841269843,28.424987037037038
2009-06-14,24.201499999999996,30.133777777777777,27.169833333333333,2096.59,5.932277777777781,27.945039682539683,28.323535185185186
2009-06-15,24.62961111111111,29.090388888888885,26.859111111111112,4282.38,4.460777777777775,27.945761904761905,28.236925925925924
2009-06-16,23.92088888888889,29.78805555555556,26.85611111111111,1651.89,5.8671666666666695,27.792373015873014,28.145177777777782
2009-06-17,24.06377777777778,28.80327777777778,26.434333333333335,495.7,4.7395,27.530507936507938,28.06846111111111
2009-06-18,24.059333333333335,31.016555555555552,27.5375,196.36,6.957222222222217,27.3895873015873,28.09480185185185
2009-06-19,25.341111111111108,32.13833333333333,28.74105555555556,210.23,6.797222222222221,27.45392063492064,28.11358888888889
2009-06-20,24.920833333333334,32.65166666666667,28.78561111111111,131.66,7.7308333333333366,27.48336507936508,28.1286
2009-06-21,25.097388888888887,31.998277777777776,28.548277777777777,776.38,6.90088888888889,27.680285714285713,28.13046111111111
2009-06-22,23.486611111111113,31.942222222222224,27.713722222222223,796.5600000000001,8.45561111111111,27.802373015873012,28.089844444444445
2009-06-23,23.808611111111112,28.64411111111111,26.227666666666664,6092.39,4.835499999999996,27.71259523809524,28.00501296296296
2009-06-24,25.013722222222224,28.08988888888889,26.552944444444442,418.4,3.0761666666666656,27.729539682539684,27.907622222222223
2009-06-25,24.153166666666664,28.475944444444444,26.314277777777775,1120.4,4.32277777777778,27.55479365079365,27.820255555555555
2009-06-26,24.609222222222222,30.764611111111112,27.687055555555556,224.04,6.15538888888889,27.40422222222222,27.780383333333337
2009-06-27,23.582,33.126444444444445,28.35538888888889,1461.1399999999999,9.544444444444444,27.342761904761907,27.777392592592594
2009-06-28,24.30788888888889,32.445277777777775,28.376166666666666,0.0,8.137388888888886,27.318174603174604,27.769833333333334
2009-06-29,24.90372222222222,33.605555555555554,29.256388888888885,0.0,8.701833333333333,27.538555555555554,27.831987037037038
2009-06-30,25.23638888888889,32.58711111111111,28.912444444444443,412.92,7.350722222222224,27.92209523809524,27.917720370370372
2009-07-01,24.6315,30.24238888888889,27.43783333333333,552.99,5.610888888888891,28.048507936507935,27.885142592592594
2009-07-02,24.84294444444444,32.14705555555555,28.495277777777776,90.35,7.304111111111112,28.360079365079365,27.893199999999997
2009-07-03,25.12638888888889,32.60161111111111,28.863944444444446,0.0,7.4752222222222215,28.52820634920635,27.897688888888887
2009-07-04,23.971722222222223,32.7525,28.36138888888889,2171.51,8.780777777777775,28.52906349206349,27.871216666666665
2009-07-05,23.648833333333332,32.854166666666664,28.25261111111111,370.34,9.205333333333332,28.5114126984127,27.83951296296296
2009-07-06,25.71688888888889,32.10011111111111,28.90733333333333,728.51,6.383222222222223,28.461547619047618,27.84393888888889
2009-07-07,23.96494444444444,32.62444444444444,28.293777777777777,156.66,8.659500000000001,28.373166666666666,27.91285
2009-07-08,24.31877777777778,31.017944444444442,27.667333333333332,573.65,6.699166666666663,28.40595238095238,27.939959259259258
2009-07-09,25.846888888888888,30.80983333333333,28.329222222222224,4148.6,4.962944444444442,28.38223015873016,27.95327222222222
2009-07-10,26.053722222222223,28.81844444444444,27.436555555555554,6889.849999999999,2.7647222222222183,28.17831746031746,27.92557777777778
2009-07-11,25.032999999999998,26.749499999999998,25.889277777777775,11307.09,1.7165,27.82515873015873,27.837755555555553
2009-07-12,24.675333333333334,27.89911111111111,26.287277777777778,7633.26,3.2237777777777765,27.544396825396824,27.770974074074072
2009-07-13,24.65011111111111,29.619833333333332,27.134555555555558,4800.17,4.969722222222224,27.29114285714286,27.722809259259257
2009-07-14,24.13,29.93611111111111,27.032999999999998,86.95,5.806111111111111,27.111031746031745,27.718248148148145
2009-07-15,25.755111111111113,30.17961111111111,27.967833333333335,1045.92,4.424499999999998,27.15396031746032,27.755205555555555
2009-07-16,24.846944444444443,28.847666666666665,26.846388888888892,1236.83,4.0007222222222225,26.942126984126983,27.75488148148148
2009-07-17,24.517611111111112,28.03961111111111,26.279555555555554,3914.06,3.5219999999999985,26.77684126984127,27.74972222222222
2009-07-18,23.686777777777777,29.736444444444448,26.712055555555555,756.74,6.0496666666666705,26.894380952380953,27.722207407407407
2009-07-19,25.254,31.209111111111113,28.231722222222224,490.05,5.955111111111112,27.172158730158735,27.705229629629628
2009-07-20,23.74572222222222,28.044055555555556,25.89483333333333,2934.77,4.298333333333336,26.995055555555556,27.608870370370372
2009-07-21,24.15061111111111,29.331666666666667,26.74138888888889,725.77,5.181055555555556,26.953396825396826,27.54864074074074
2009-07-22,23.890722222222223,31.062333333333335,27.476444444444446,593.11,7.171611111111112,26.883198412698416,27.54073148148148
2009-07-23,23.890944444444443,32.694944444444445,28.290833333333335,352.43,8.804000000000002,27.089547619047618,27.6095037037037
2009-07-24,24.764777777777777,32.529111111111106,28.64727777777778,1781.05,7.7643333333333295,27.427793650793653,27.679314814814816
2009-07-25,25.32877777777778,30.926333333333332,28.128777777777778,2070.21,5.597555555555552,27.63018253968254,27.73979814814815
2009-07-26,24.695777777777778,29.46955555555556,27.08233333333333,5372.99,4.773777777777781,27.46598412698413,27.719640740740736
2009-07-27,23.879277777777776,28.606444444444442,26.2435,8320.83,4.727166666666665,27.515793650793654,27.64924444444444
2009-07-28,23.64788888888889,29.397,26.521666666666665,3445.4900000000002,5.749111111111109,27.48440476190476,27.587427777777773
2009-07-29,24.66461111111111,28.871888888888886,26.76888888888889,6318.04,4.207277777777776,27.3833253968254,27.50451111111111
2009-07-30,25.262166666666666,30.871,28.067277777777775,6555.75,5.608833333333333,27.35138888888889,27.47633888888889
2009-07-31,24.594111111111108,26.861611111111113,25.72911111111111,12343.42,2.2675000000000054,26.934507936507934,27.419381481481484
2009-08-01,24.29511111111111,26.915166666666664,25.605277777777776,11115.39,2.6200555555555525,26.574007936507936,27.323048148148146
2009-08-02,25.171499999999998,28.028555555555556,26.599777777777778,4609.66,2.857055555555558,26.505071428571426,27.247575925925926
2009-08-03,24.945611111111113,28.608944444444443,26.7775,3631.23,3.6633333333333304,26.58135714285714,27.194779629629632
2009-08-04,25.441055555555558,30.331722222222222,27.8855,590.02,4.8906666666666645,26.776190476190475,27.182542592592593
2009-08-05,26.88388888888889,30.060999999999996,28.473166666666668,1122.83,3.177111111111106,27.019658730158728,27.16807037037037
2009-08-06,26.808333333333334,31.029444444444444,28.918777777777777,2347.18,4.22111111111111,27.14130158730159,27.188903703703705
2009-08-07,27.79433333333333,31.08038888888889,29.43711111111111,537.06,3.28605555555556,27.67101587301587,27.247896296296297
2009-08-08,26.691666666666666,31.436277777777775,29.064333333333334,612.1899999999999,4.744611111111109,28.165166666666668,27.272399999999998
2009-08-09,26.426777777777776,31.521611111111113,28.974722222222223,489.65,5.094833333333337,28.50444444444445,27.32367222222222
2009-08-10,27.737444444444442,32.76672222222222,30.25238888888889,0.0,5.029277777777779,29.000857142857143,27.46910925925926
2009-08-11,25.896666666666665,31.805444444444444,28.8505,48.050000000000004,5.908777777777779,29.138714285714286,27.554550000000003
2009-08-12,25.33783333333333,31.24561111111111,28.293499999999998,1397.61,5.907777777777781,29.11304761904762,27.593181481481484
2009-08-13,24.69777777777778,32.054833333333335,28.376833333333334,491.75,7.357055555555554,29.035626984126985,27.63797592592592
2009-08-14,23.712,32.596,28.154500000000002,120.32,8.883999999999997,28.852396825396827,27.644198148148153
2009-08-15,24.864,32.69461111111111,28.778555555555556,648.07,7.830611111111107,28.811571428571426,27.708603703703705
2009-08-16,25.052888888888887,30.97222222222222,28.012611111111113,908.11,5.919333333333334,28.674126984126985,27.766372222222223
2009-08-17,24.239277777777776,29.910166666666665,27.076166666666666,340.46999999999997,5.670888888888889,28.220380952380953,27.778509259259256
2009-08-18,24.384444444444444,32.34616666666667,28.365444444444442,0.0,7.961722222222225,28.1510873015873,27.782966666666667
2009-08-19,23.769055555555557,32.83083333333333,28.301333333333332,0.0,9.061777777777774,28.15220634920635,27.863183333333332
2009-08-20,24.55322222222222,32.56783333333333,28.561222222222224,0.0,8.014611111111112,28.178547619047617,27.923844444444445
2009-08-21,24.403055555555557,32.93544444444444,28.667555555555555,70.66,8.532388888888885,28.251841269841268,27.96354814814815
2009-08-22,24.691388888888888,31.956166666666665,28.322,620.33,7.264777777777777,28.186619047619047,27.964587037037038
2009-08-23,24.740611111111114,32.84177777777778,28.79238888888889,1229.85,8.101166666666664,28.298015873015874,27.969424074074077
2009-08-24,24.538777777777774,30.716166666666666,27.625833333333333,2324.49,6.177388888888892,28.376539682539683,27.952659259259256
2009-08-25,25.095555555555556,31.322055555555558,28.208833333333335,1000.01,6.2265000000000015,28.354166666666668,27.99020925925926
