date,precipitation,spi3,spi6,precip_anomaly,precipitation_7day,precipitation_30day,disease_cases
2015-09-23,281.84422222222224,-0.8652777777777778,-1.1004444444444446,65.7148888888889,281.84422222222224,308.0595074074074,78.0
2015-09-24,281.84422222222224,-0.8652777777777778,-1.1004444444444446,65.7148888888889,281.84422222222224,304.3144666666667,78.0
2015-09-25,281.84422222222224,-0.8652777777777778,-1.1004444444444446,65.7148888888889,281.84422222222224,300.56942592592594,78.0
2015-09-26,281.84422222222224,-0.8652777777777778,-1.1004444444444446,65.7148888888889,281.84422222222224,296.8243851851852,78.0
2015-09-27,281.84422222222224,-0.8652777777777778,-1.1004444444444446,65.7148888888889,281.84422222222224,293.0793444444445,78.0
2015-09-28,281.84422222222224,-0.8652777777777778,-1.1004444444444446,65.7148888888889,281.84422222222224,289.3343037037037,74.0
2015-09-29,281.84422222222224,-0.8652777777777778,-1.1004444444444446,65.7148888888889,281.84422222222224,285.589262962963,74.0
2015-09-30,281.84422222222224,-0.8652777777777778,-1.1004444444444446,65.7148888888889,281.84422222222224,281.84422222222224,74.0
2015-10-01,256.5595,-1.2178333333333333,-1.6287777777777779,48.24805555555555,278.23211904761905,281.00139814814816,74.0
2015-10-02,256.5595,-1.2178333333333333,-1.6287777777777779,48.24805555555555,274.62001587301586,280.15857407407407,74.0
2015-10-03,256.5595,-1.2178333333333333,-1.6287777777777779,48.24805555555555,271.0079126984127,279.31575000000004,74.0
2015-10-04,256.5595,-1.2178333333333333,-1.6287777777777779,48.24805555555555,267.39580952380953,278.4729259259259,74.0
2015-10-05,256.5595,-1.2178333333333333,-1.6287777777777779,48.24805555555555,263.7837063492064,277.63010185185186,83.0
2015-10-06,256.5595,-1.2178333333333333,-1.6287777777777779,48.24805555555555,260.17160317460315,276.7872777777778,83.0
2015-10-07,256.5595,-1.2178333333333333,-1.6287777777777779,48.24805555555555,256.5595,275.9444537037037,83.0
2015-10-08,256.5595,-1.2178333333333333,-1.6287777777777779,48.24805555555555,256.5595,275.1016296296296,83.0
2015-10-09,256.5595,-1.2178333333333333,-1.6287777777777779,48.24805555555555,256.5595,274.25880555555557,83.0
2015-10-10,256.5595,-1.2178333333333333,-1.6287777777777779,48.24805555555555,256.5595,273.4159814814815,83.0
2015-10-11,256.5595,-1.2178333333333333,-1.6287777777777779,48.24805555555555,256.5595,272.57315740740745,83.0
2015-10-12,256.5595,-1.2178333333333333,-1.6287777777777779,48.24805555555555,256.5595,271.7303333333333,81.0
2015-10-13,256.5595,-1.2178333333333333,-1.6287777777777779,48.24805555555555,256.5595,270.8875092592593,81.0
2015-10-14,256.5595,-1.2178333333333333,-1.6287777777777779,48.24805555555555,256.5595,270.0446851851852,81.0
2015-10-15,256.5595,-1.2178333333333333,-1.6287777777777779,48.24805555555555,256.5595,269.2018611111111,81.0
2015-10-16,256.5595,-1.2178333333333333,-1.6287777777777779,48.24805555555555,256.5595,268.359037037037,81.0
2015-10-17,256.5595,-1.2178333333333333,-1.6287777777777779,48.24805555555555,256.5595,267.516212962963,81.0
2015-10-18,256.5595,-1.2178333333333333,-1.6287777777777779,48.24805555555555,256.5595,266.67338888888895,81.0
2015-10-19,256.5595,-1.2178333333333333,-1.6287777777777779,48.24805555555555,256.5595,265.83056481481486,50.0
2015-10-20,256.5595,-1.2178333333333333,-1.6287777777777779,48.24805555555555,256.5595,264.9877407407408,50.0
