uuid,adm4_pcode,date,freq,avg_rad_min,avg_rad_max,avg_rad_mean,avg_rad_std,avg_rad_median
NTLGT000032,PH083747022,2012-01-01,Y,-0.0024212670978158,0.2188644856214523,0.087984258478338,0.0480712158655675,0.0897762924432754
NTLGT000033,PH083747063,2012-01-01,Y,,,,,
NTLGT000034,PH083747123,2012-01-01,Y,,,,,
NTLGT000035,PH083747129,2012-01-01,Y,1.2611868381500244,5.274558067321777,2.8535114924112954,1.3562680163082432,2.9386627674102783
NTLGT000036,PH083747071,2012-01-01,Y,,,,,
NTLGT000037,PH083747034,2012-01-01,Y,,,,,
NTLGT000038,PH083747128,2012-01-01,Y,2.051896095275879,2.869122266769409,2.345158100128174,0.3167713974306976,2.229806900024414
NTLGT000039,PH083747048,2012-01-01,Y,,,,,
NTLGT00003A,PH083747044,2012-01-01,Y,,,,,
NTLGT00003B,PH083747133,2012-01-01,Y,0.8894031047821045,2.609722852706909,1.7391645431518554,0.5624134859027721,1.7633436918258667
NTLGT00003C,PH083747067,2012-01-01,Y,,,,,
NTLGT00003D,PH083747076,2012-01-01,Y,,,,,
NTLGT00003E,PH083747112,2012-01-01,Y,5.12221097946167,5.12221097946167,5.12221097946167,0.0,5.12221097946167
NTLGT00003F,PH083747059,2012-01-01,Y,,,,,
NTLGT000040,PH083747077,2012-01-01,Y,8.97413158416748,8.97413158416748,8.97413158416748,0.0,8.97413158416748
NTLGT000041,PH083747087,2012-01-01,Y,,,,,
NTLGT000042,PH083747124,2012-01-01,Y,0.6969825625419617,5.917030811309815,2.9895335606166293,1.9505197142540245,2.299156665802002
NTLGT000043,PH083747012,2012-01-01,Y,21.42742919921875,21.42742919921875,21.42742919921875,0.0,21.42742919921875
NTLGT000044,PH083747120,2012-01-01,Y,2.1676528453826904,5.688056945800781,3.38793150583903,1.6274445352305082,2.30808424949646
NTLGT000045,PH083747113,2012-01-01,Y,5.9858269691467285,5.9858269691467285,5.9858269691467285,0.0,5.9858269691467285
NTLGT000046,PH083747151,2012-01-01,Y,6.835280418395996,7.907764911651611,7.371522903442383,0.5362422466278606,7.371522903442383
NTLGT000047,PH083747062,2012-01-01,Y,10.249957084655762,10.249957084655762,10.249957084655762,0.0,10.249957084655762
NTLGT000048,PH097332062,2012-01-01,Y,,,,,
NTLGT000049,PH097332028,2012-01-01,Y,0.0470940694212913,0.2816662192344665,0.135385979053586,0.0562008887903939,0.1250895410776138
NTLGT00004A,PH097332067,2012-01-01,Y,2.271975517272949,11.285751342773438,6.534786769321987,3.0220421533583544,5.8299641609191895
NTLGT00004B,PH097332095,2012-01-01,Y,0.1486539840698242,0.1730471700429916,0.161903162797292,0.010069116456993,0.1640083193778991
NTLGT00004C,PH097332060,2012-01-01,Y,0.085610918700695,2.4952738285064697,0.5444811228159312,0.5721003413554832,0.2127563953399658
NTLGT00004D,PH097332034,2012-01-01,Y,0.0080083161592483,0.4984999895095825,0.0783858533765448,0.0835042184288952,0.0624321177601814
NTLGT00004E,PH097332902,2012-01-01,Y,-0.0640942081809043,0.0625241994857788,0.0030795672000982,0.0229514130682959,0.0047611445188522
NTLGT00004F,PH097332027,2012-01-01,Y,-0.0181918460875749,0.1450026184320449,0.0411988997600487,0.0292174366905079,0.0397300235927104
NTLGT000050,PH097332056,2012-01-01,Y,0.0676402598619461,0.0676402598619461,0.0676402598619461,0.0,0.0676402598619461
NTLGT000051,PH097332044,2012-01-01,Y,0.2514595091342926,2.0758941173553467,1.0188092770783796,0.626017877275941,0.8045048713684082
NTLGT000052,PH097332020,2012-01-01,Y,5.545360088348389,6.675788402557373,6.110574245452881,0.5652141571044922,6.110574245452881
NTLGT000053,PH097332093,2012-01-01,Y,0.1089134514331817,2.497023820877075,0.6874382654825847,0.6214361911858912,0.4857511520385742
NTLGT000054,PH104305004,2012-01-01,Y,0.0816202759742736,1.7358230352401731,0.2784526824951172,0.2704360528284483,0.1880014687776565
NTLGT000055,PH104305001,2012-01-01,Y,0.4535202980041504,7.695941925048828,1.8661895259734125,1.9641066311682025,1.004382610321045
NTLGT000056,PH104305002,2012-01-01,Y,0.3398370444774627,1.1194549798965454,0.5518779754638672,0.181988832721079,0.5238444805145264
NTLGT000057,PH104305081,2012-01-01,Y,,,,,
NTLGT000058,PH104305005,2012-01-01,Y,1.6061058044433594,17.94959259033203,5.709518432617188,3.489447908501113,4.791520118713379
NTLGT000059,PH104305043,2012-01-01,Y,0.7679311633110046,11.964531898498535,3.931765469637784,2.7327795814871174,3.3848114013671875
NTLGT00005A,PH104305073,2012-01-01,Y,,,,,
NTLGT00005B,PH104305032,2012-01-01,Y,41.47742462158203,41.47742462158203,41.47742462158203,0.0,41.47742462158203
NTLGT00005C,PH104305078,2012-01-01,Y,36.12331771850586,36.12331771850586,36.12331771850586,0.0,36.12331771850586
NTLGT00005D,PH104305034,2012-01-01,Y,,,,,
NTLGT00005E,PH104305055,2012-01-01,Y,19.704286575317383,20.771520614624023,20.237903594970703,0.5336170196533203,20.237903594970703
NTLGT00005F,PH112402032,2012-01-01,Y,0.0406789109110832,1.541304588317871,0.3026194529490428,0.2461127659330364,0.2327615022659301
NTLGT000060,PH112402160,2012-01-01,Y,,,,,
NTLGT000061,PH112402068,2012-01-01,Y,0.2363545298576355,0.9347972869873048,0.5168574838077321,0.2068305117213922,0.4598310589790344
NTLGT000062,PH112402041,2012-01-01,Y,0.0791498944163322,0.9144989848136902,0.4263673120615434,0.239497920653608,0.371267706155777
NTLGT000063,PH112402067,2012-01-01,Y,-0.0216522235423326,1.0215818881988523,0.0796596993876911,0.1505566572471326,0.0336155816912651
NTLGT000064,PH112402165,2012-01-01,Y,,,,,
NTLGT000065,PH112402033,2012-01-01,Y,0.1682988554239273,1.0794036388397217,0.4191055297851562,0.2166190050194161,0.4026850163936615
NTLGT000066,PH112402110,2012-01-01,Y,0.4587240517139435,6.322801113128662,1.4346332550048828,1.2923018821219112,0.934264838695526
NTLGT000067,PH112402038,2012-01-01,Y,-0.0100328857079148,0.0799678191542625,0.0330701151201801,0.0176928283563819,0.0329816080629825
NTLGT000068,PH112402135,2012-01-01,Y,45.45111846923828,45.45111846923828,45.45111846923828,0.0,45.45111846923828
NTLGT000069,PH112402148,2012-01-01,Y,40.633583068847656,40.633583068847656,40.633583068847656,0.0,40.633583068847656
NTLGT00006A,PH112402108,2012-01-01,Y,0.0458057075738906,2.22442626953125,0.1814557855779474,0.2768944420697409,0.094626098871231
NTLGT00006B,PH112402028,2012-01-01,Y,0.1992702484130859,0.6756391525268555,0.34479421377182,0.1078195966240622,0.3154188394546509
NTLGT00006C,PH112402092,2012-01-01,Y,0.0282889381051063,0.8037228584289551,0.1646935918309667,0.1417252535038532,0.1202754974365234
NTLGT00006D,PH112402162,2012-01-01,Y,,,,,
NTLGT00006E,PH112402186,2012-01-01,Y,14.893548965454102,32.022987365722656,23.03200022379557,7.01899928411775,22.1794662475586
NTLGT00006F,PH112402115,2012-01-01,Y,0.1610208451747894,0.9447975754737854,0.3446106519855437,0.192966827485158,0.2688957154750824
NTLGT000070,PH112402193,2012-01-01,Y,4.211130619049072,21.62785148620605,11.43239266531808,6.007328926741657,7.740847587585449
NTLGT000071,PH112402030,2012-01-01,Y,0.7841706275939941,14.90652084350586,5.22045654296875,3.4768142181528123,4.4624786376953125
NTLGT000072,PH112402178,2012-01-01,Y,-0.0091273430734872,0.0613647922873497,0.0285957150989108,0.0156522829411948,0.0294061414897441
NTLGT000073,PH112402196,2012-01-01,Y,35.9974250793457,39.8856315612793,37.53881072998047,1.4668937077785271,37.13608932495117
NTLGT000074,PH112402049,2012-01-01,Y,1.0936583280563354,24.286710739135746,7.42420654296875,7.729010692088725,3.031561374664306
NTLGT000075,PH112402073,2012-01-01,Y,-0.0168090276420116,0.7797907590866089,0.0484441896764243,0.0563888503232004,0.0384941361844539
NTLGT000076,PH112402100,2012-01-01,Y,0.4945066273212433,8.260320663452148,1.698136329650879,1.7770904654307884,0.9420132637023926
NTLGT000077,PH112402081,2012-01-01,Y,0.3831765353679657,1.2378742694854736,0.6289469942133478,0.200140479596109,0.5890797972679138
NTLGT000078,PH112402040,2012-01-01,Y,2.5183022022247314,10.101385116577148,6.594155311584473,2.895723636303415,6.0970778465271
NTLGT000079,PH112402198,2012-01-01,Y,14.630019187927246,27.014806747436523,19.558883666992188,3.5273904069309165,19.25664710998535
NTLGT00007A,PH112402179,2012-01-01,Y,14.832728385925291,29.0264892578125,21.42205047607422,5.838867430893754,20.406932830810547
NTLGT00007B,PH112402043,2012-01-01,Y,1.813591241836548,12.308815002441406,5.609408908420139,2.4760088868977363,5.4002556800842285
NTLGT00007C,PH112402001,2012-01-01,Y,0.1849593073129654,5.8294453620910645,0.9857201316139916,0.979110170251703,0.7253922820091248
NTLGT00007D,PH112402137,2012-01-01,Y,41.96954727172852,45.73008728027344,43.84981536865234,1.8802700042734284,43.84981536865234
NTLGT00007E,PH112402140,2012-01-01,Y,38.726707458496094,38.726707458496094,38.726707458496094,0.0,38.726707458496094
NTLGT00007F,PH137401027,2012-01-01,Y,14.516992568969728,66.49929809570312,30.910606384277344,14.4853833052464,25.834577560424805
NTLGT000080,PH137401009,2012-01-01,Y,33.70756149291992,33.70756149291992,33.70756149291992,0.0,33.70756149291992
NTLGT000081,PH137401023,2012-01-01,Y,,,,,
NTLGT000082,PH137401004,2012-01-01,Y,45.31709671020508,45.31709671020508,45.31709671020508,0.0,45.31709671020508
NTLGT000083,PH137401005,2012-01-01,Y,43.964202880859375,47.16527938842773,45.56474304199219,1.600538253785316,45.56474304199219
NTLGT000084,PH137401021,2012-01-01,Y,31.388845443725582,31.388845443725582,31.388845443725582,0.0,31.388845443725582
NTLGT000085,PH137503001,2012-01-01,Y,13.66896152496338,13.66896152496338,13.66896152496338,0.0,13.66896152496338
NTLGT000086,PH137503002,2012-01-01,Y,22.66045188903809,22.66045188903809,22.66045188903809,0.0,22.66045188903809
NTLGT000087,PH137503011,2012-01-01,Y,17.050148010253906,18.112201690673828,17.581174850463867,0.5310268402099609,17.581174850463867
NTLGT000088,PH137503012,2012-01-01,Y,11.875885009765623,11.875885009765623,11.875885009765623,0.0,11.875885009765623
NTLGT000089,PH137603001,2012-01-01,Y,12.676616668701172,54.50152969360352,33.07274105674342,11.391986542800954,35.698150634765625
NTLGT00008A,PH137603006,2012-01-01,Y,9.838983535766602,19.59463882446289,13.946375066583808,3.2274827871689107,13.295095443725586
NTLGT00008B,PH015518025,2012-01-01,Y,10.419476509094238,19.90542984008789,15.162452697753906,4.74297666549685,15.162452697753906
NTLGT00008C,PH015518004,2012-01-01,Y,15.393176078796388,15.393176078796388,15.393176078796388,0.0,15.393176078796388
NTLGT00008D,PH015518023,2012-01-01,Y,8.586492538452148,12.833338737487791,10.709915161132812,2.123423099517876,10.709915161132812
NTLGT00008E,PH050506045,2012-01-01,Y,0.4792788922786712,1.872630953788757,1.0358333587646484,0.4074373119578315,1.0224730968475342
NTLGT00008F,PH050506001,2012-01-01,Y,0.995968461036682,3.107872009277344,1.8310191631317136,0.7797444577153967,1.6101179122924805
NTLGT000090,PH050506065,2012-01-01,Y,-0.0136531954631209,0.0799792632460594,0.0230117594042131,0.0237197830776943,0.0220021102577447
NTLGT000091,PH050506035,2012-01-01,Y,5.609061241149902,11.35947036743164,8.385545094807943,2.351742446732312,8.188102722167969
NTLGT000092,PH050506048,2012-01-01,Y,-0.0222617033869028,0.0769729688763618,0.0221088966902564,0.0183374799451561,0.0198562312871217
NTLGT000093,PH050506004,2012-01-01,Y,-0.0125930560752749,0.2220493853092193,0.0549324949582417,0.043704443762536,0.0406145006418228
NTLGT000094,PH050506002,2012-01-01,Y,0.0176788568496704,0.1497794091701507,0.0574880043665568,0.0308860816866316,0.0582747347652912
NTLGT000095,PH050506049,2012-01-01,Y,0.045383982360363,0.3961661159992218,0.1941100491417778,0.098758828843668,0.1847086697816848
NTLGT000096,PH050506062,2012-01-01,Y,0.2164689749479293,1.724622368812561,0.7111724853515625,0.5359764017661867,0.4724291861057281
NTLGT000097,PH050506071,2012-01-01,Y,0.0636021941900253,0.2543884217739105,0.1164224364540793,0.0622549041237915,0.0818582251667976
NTLGT000098,PH050506017,2012-01-01,Y,4.588171482086182,8.60112476348877,6.969666798909505,1.7219883641973703,7.719704627990723
NTLGT000099,PH050506061,2012-01-01,Y,-0.0012602492934092,0.7204793691635132,0.1041088464125147,0.1642998108152709,0.0436285696923732
NTLGT00009A,PH050506011,2012-01-01,Y,5.857602119445801,5.857602119445801,5.857602119445801,0.0,5.857602119445801
NTLGT00009B,PH063022124,2012-01-01,Y,13.784266471862791,16.201826095581055,14.972428639729818,0.9873951646094892,14.931195259094238
NTLGT00009C,PH063022091,2012-01-01,Y,,,,,
NTLGT00009D,PH063022139,2012-01-01,Y,13.814353942871094,13.814353942871094,13.814353942871094,0.0,13.814353942871094
NTLGT00009E,PH063022117,2012-01-01,Y,2.161262989044189,4.494028568267822,3.0710061391194663,1.0191632672679167,2.557726621627808
NTLGT00009F,PH063022121,2012-01-01,Y,7.831202030181885,7.831202030181885,7.831202030181885,0.0,7.831202030181885
NTLGT0000A0,PH063022062,2012-01-01,Y,,,,,
NTLGT0000A1,PH063022170,2012-01-01,Y,,,,,
NTLGT0000A2,PH063022093,2012-01-01,Y,,,,,
NTLGT0000A3,PH063022157,2012-01-01,Y,14.711217880249023,14.711217880249023,14.711217880249023,0.0,14.711217880249023
NTLGT0000A4,PH063022073,2012-01-01,Y,14.102502822875977,14.102502822875977,14.102502822875977,0.0,14.102502822875977
NTLGT0000A5,PH063022106,2012-01-01,Y,9.448472023010254,9.448472023010254,9.448472023010254,0.0,9.448472023010254
NTLGT0000A6,PH063022171,2012-01-01,Y,0.641269862651825,5.0564165115356445,2.2019256245006216,1.3219856523729374,1.941081404685974
NTLGT0000A7,PH063022094,2012-01-01,Y,4.514293193817139,12.152087211608888,7.242759704589844,2.35982956893242,7.156987190246582
NTLGT0000A8,PH063022021,2012-01-01,Y,11.171109199523926,14.061654090881348,12.616381645202637,1.445272445678711,12.616381645202637
NTLGT0000A9,PH063022005,2012-01-01,Y,,,,,
NTLGT0000AA,PH063022156,2012-01-01,Y,8.43076229095459,9.261163711547852,8.845962524414062,0.4152007102969047,8.845962524414062
NTLGT0000AB,PH063022201,2012-01-01,Y,3.4933764934539795,5.397785663604736,4.335625966389974,0.7928698062958942,4.115716457366943
NTLGT0000AC,PH063022022,2012-01-01,Y,,,,,
NTLGT0000AD,PH063022025,2012-01-01,Y,12.657739639282228,14.94644260406494,13.802091598510742,1.144351482391457,13.802091598510742
NTLGT0000AE,PH063022001,2012-01-01,Y,3.0668201446533203,3.46949315071106,3.2681565284729004,0.2013365030289049,3.2681565284729004
NTLGT0000AF,PH063022126,2012-01-01,Y,,,,,
NTLGT0000B0,PH063022137,2012-01-01,Y,,,,,
NTLGT0000B1,PH072230025,2012-01-01,Y,10.69696044921875,11.34140396118164,11.125404357910156,0.3029586242412698,11.337846755981444
NTLGT0000B2,PH072230013,2012-01-01,Y,22.811140060424805,34.5343017578125,28.598711649576824,4.787105031571599,28.4506950378418
NTLGT0000B3,PH083747054,2012-01-01,Y,,,,,
NTLGT0000B4,PH083747109,2012-01-01,Y,4.626017093658447,5.890650272369385,5.258333683013916,0.6323165893554688,5.258333683013916
NTLGT0000B5,PH083747065,2012-01-01,Y,,,,,
NTLGT0000B6,PH083747137,2012-01-01,Y,,,,,
NTLGT0000B7,PH083747114,2012-01-01,Y,3.333661794662476,3.697935342788696,3.515798568725586,0.1821367740631103,3.515798568725586
NTLGT0000B8,PH083747149,2012-01-01,Y,,,,,
NTLGT0000B9,PH083747132,2012-01-01,Y,0.0069290716201066,0.5167600512504578,0.1175134307459781,0.1144392417869768,0.0663506388664245
NTLGT0000BA,PH083747096,2012-01-01,Y,4.375494480133057,4.375494480133057,4.375494480133057,0.0,4.375494480133057
NTLGT0000BB,PH083747099,2012-01-01,Y,,,,,
NTLGT0000BC,PH083747140,2012-01-01,Y,,,,,
NTLGT0000BD,PH083747050,2012-01-01,Y,,,,,
NTLGT0000BE,PH083747057,2012-01-01,Y,,,,,
NTLGT0000BF,PH083747118,2012-01-01,Y,4.751579284667969,4.751579284667969,4.751579284667969,0.0,4.751579284667969
NTLGT0000C0,PH083747021,2012-01-01,Y,0.1421254873275756,0.8560912013053894,0.3530150543559681,0.2100028750312873,0.2659529447555542
NTLGT0000C1,PH083747117,2012-01-01,Y,2.748805522918701,5.163422584533691,3.4859664916992186,0.8857475322557853,3.2629177570343018
NTLGT0000C2,PH083747011,2012-01-01,Y,,,,,
NTLGT0000C3,PH083747110,2012-01-01,Y,10.012600898742676,10.012600898742676,10.012600898742676,0.0,10.012600898742676
NTLGT0000C4,PH083747032,2012-01-01,Y,0.3568995594978332,1.5128270387649536,0.9074088096618652,0.4633550958043385,0.6405861973762512
NTLGT0000C5,PH083747039,2012-01-01,Y,,,,,
NTLGT0000C6,PH083747075,2012-01-01,Y,,,,,
NTLGT0000C7,PH083747081,2012-01-01,Y,,,,,
NTLGT0000C8,PH097332047,2012-01-01,Y,0.220652773976326,3.709693193435669,1.1090901374816895,0.9497705001954988,0.7402433753013611
NTLGT0000C9,PH097332051,2012-01-01,Y,0.1716252118349075,4.668435573577881,1.7334486495616823,1.2987940543120506,1.568437933921814
NTLGT0000CA,PH097332061,2012-01-01,Y,19.531269073486328,19.531269073486328,19.531269073486328,0.0,19.531269073486328
NTLGT0000CB,PH097332090,2012-01-01,Y,-0.1559358984231948,0.076327234506607,-0.0040023131296038,0.0679173090047671,0.0028025899082422
NTLGT0000CC,PH097332901,2012-01-01,Y,-0.0434618219733238,0.3753637969493866,0.035383446536847,0.0364689501151023,0.0294940806925296
NTLGT0000CD,PH097332080,2012-01-01,Y,0.1129465475678443,5.732068061828613,1.3332613990420388,1.500017268651688,0.4234772026538849
NTLGT0000CE,PH097332038,2012-01-01,Y,0.0110456682741642,0.3218407034873962,0.105445852466658,0.0715718662376593,0.0908618569374084
NTLGT0000CF,PH097332100,2012-01-01,Y,-0.070916086435318,0.2523750960826874,0.0148938574065668,0.0396571708015337,0.0074813524261116
NTLGT0000D0,PH097332092,2012-01-01,Y,0.8701210021972656,8.519532203674316,6.284775870186942,2.2435202791682123,7.01798152923584
NTLGT0000D1,PH097332097,2012-01-01,Y,-0.0590529814362525,0.3828288316726684,0.011302763301345,0.0418357775061982,0.0059748059138655
NTLGT0000D2,PH097332096,2012-01-01,Y,-0.0629912242293357,0.1721110641956329,0.0061356195660888,0.039069799988633,-0.0019511692225933
NTLGT0000D3,PH097332023,2012-01-01,Y,0.2245326042175293,9.218589782714844,2.348546674174647,2.4273095918791334,1.7028436660766602
NTLGT0000D4,PH097332010,2012-01-01,Y,0.1537044644355774,5.431863307952881,1.7179068488043707,1.6015579466828456,0.9428827166557312
NTLGT0000D5,PH097332070,2012-01-01,Y,9.130106925964355,16.576990127563477,12.853548049926758,3.723441600799591,12.853548049926758
NTLGT0000D6,PH104305051,2012-01-01,Y,1.0670859813690186,8.406142234802246,3.911489313299006,2.1063240003814623,3.7237300872802734
NTLGT0000D7,PH104305075,2012-01-01,Y,45.84917068481445,45.84917068481445,45.84917068481445,0.0,45.84917068481445
NTLGT0000D8,PH104305061,2012-01-01,Y,2.7495925426483154,14.476061820983888,6.266618347167968,3.4604569852299107,4.770859241485596
NTLGT0000D9,PH104305022,2012-01-01,Y,,,,,
NTLGT0000DA,PH104305060,2012-01-01,Y,0.4063950777053833,2.665982484817505,0.9855362892150878,0.535068866774545,0.8633660078048706
NTLGT0000DB,PH104305076,2012-01-01,Y,,,,,
NTLGT0000DC,PH104305040,2012-01-01,Y,5.82484769821167,16.70782470703125,11.82200050354004,4.685221430271376,12.37766456604004
NTLGT0000DD,PH104305020,2012-01-01,Y,,,,,
NTLGT0000DE,PH104305029,2012-01-01,Y,,,,,
NTLGT0000DF,PH104305059,2012-01-01,Y,0.0292602777481079,0.2128053307533264,0.0916650488569929,0.0351351266723236,0.0853942036628723
NTLGT0000E0,PH104305035,2012-01-01,Y,,,,,
NTLGT0000E1,PH104305047,2012-01-01,Y,0.0032891351729631,0.2450951486825943,0.072288966414952,0.0416484344009945,0.0598688051104545
NTLGT0000E2,PH104305054,2012-01-01,Y,0.0482064150273799,5.48287296295166,0.8047920099183834,1.179744387218454,0.3021183907985687
NTLGT0000E3,PH104305023,2012-01-01,Y,39.79076385498047,39.79076385498047,39.79076385498047,0.0,39.79076385498047
NTLGT0000E4,PH104305017,2012-01-01,Y,,,,,
NTLGT0000E5,PH104305070,2012-01-01,Y,-0.031746432185173,0.7271142601966858,0.0655600142805543,0.0766769544762472,0.0544339641928672
NTLGT0000E6,PH112402097,2012-01-01,Y,0.2926959693431854,2.992838382720948,1.4927597045898438,0.8382777020591952,1.3338406085968018
NTLGT0000E7,PH112402053,2012-01-01,Y,0.1145122051239013,1.8325432538986208,0.4513179578279194,0.3686798118877916,0.3161964118480682
NTLGT0000E8,PH112402024,2012-01-01,Y,0.1305254846811294,1.9414268732070925,0.5250641317928538,0.4041629642525197,0.3727924227714538
NTLGT0000E9,PH112402120,2012-01-01,Y,0.1000168472528457,2.1032068729400635,0.4528058704576994,0.423372578544709,0.2866906523704529
NTLGT0000EA,PH112402055,2012-01-01,Y,0.3902241289615631,6.660226821899414,1.3992780359779915,1.2673672084601757,0.9863680005073548
NTLGT0000EB,PH112402129,2012-01-01,Y,0.3074633777141571,4.612433433532715,1.3047351837158203,0.962167957604544,0.9248495101928712
NTLGT0000EC,PH112402090,2012-01-01,Y,0.083461008965969,0.8886076211929321,0.3538914203643798,0.2188537355919964,0.3011441528797149
NTLGT0000ED,PH112402190,2012-01-01,Y,34.186431884765625,42.707252502441406,39.03323109944662,3.5760920799423657,40.20600891113281
NTLGT0000EE,PH112402072,2012-01-01,Y,0.296507328748703,7.476846218109131,1.740789794921875,1.569069418393392,1.228140354156494
NTLGT0000EF,PH112402047,2012-01-01,Y,0.1072761267423629,1.0229073762893677,0.4092274771796332,0.2282970369749603,0.378697395324707
NTLGT0000F0,PH112402133,2012-01-01,Y,0.0914618521928787,0.3116232454776764,0.1780811656605113,0.0637454004125129,0.1738151609897613
