uuid,adm4_pcode,date,freq,avg_rad_min,avg_rad_max,avg_rad_mean,avg_rad_std,avg_rad_median
NTLGT00090B,PH112402113,2014-01-01,Y,0.1839269995689392,0.5494129061698914,0.3082641454843374,0.1005356931735441,0.2944667935371399
NTLGT00090C,PH112402027,2014-01-01,Y,0.1626970916986465,1.322946071624756,0.4918456919053021,0.2917397064356893,0.3849983215332031
NTLGT00090D,PH112402155,2014-01-01,Y,29.96566200256348,29.96566200256348,29.96566200256348,0.0,29.96566200256348
NTLGT00090E,PH112402147,2014-01-01,Y,39.40468978881836,39.40468978881836,39.40468978881836,0.0,39.40468978881836
NTLGT00090F,PH112402187,2014-01-01,Y,25.99441719055176,27.658222198486328,26.82632064819336,0.8319025039678318,26.82632064819336
NTLGT000910,PH112402177,2014-01-01,Y,-0.0001376744039589,0.4845656454563141,0.0635038600878769,0.0751478089794885,0.0406597778201103
NTLGT000911,PH112402152,2014-01-01,Y,7.534382343292236,40.81289291381836,26.219464983258927,11.142949249463095,29.964431762695312
NTLGT000912,PH112402128,2014-01-01,Y,0.0231912992894649,0.7283043265342712,0.2153795541050922,0.1576120751682358,0.1647429764270782
NTLGT000913,PH112402131,2014-01-01,Y,0.2618964612483978,2.03275990486145,0.626950740814209,0.3123627837665451,0.6136118173599243
NTLGT000914,PH112402134,2014-01-01,Y,,,,,
NTLGT000915,PH112402037,2014-01-01,Y,0.1987542659044265,1.767899513244629,0.5957668058333858,0.3140700773612364,0.509109616279602
NTLGT000916,PH112402056,2014-01-01,Y,0.4544946849346161,4.054139137268066,1.4315909249441965,0.8413085435507492,1.1572909355163574
NTLGT000917,PH112402078,2014-01-01,Y,0.2732427418231964,1.2790158987045288,0.5678575589106634,0.2095640949061892,0.5351760387420654
NTLGT000918,PH112402071,2014-01-01,Y,-0.0199534744024276,0.3660734593868255,0.0303839642068614,0.03943295678046,0.0234008654952049
NTLGT000919,PH112402194,2014-01-01,Y,32.76442337036133,32.76442337036133,32.76442337036133,0.0,32.76442337036133
NTLGT00091A,PH112402136,2014-01-01,Y,41.77633666992188,41.77633666992188,41.77633666992188,0.0,41.77633666992188
NTLGT00091B,PH112402146,2014-01-01,Y,36.19765090942383,39.78197860717773,37.98981475830078,1.7921638488769531,37.98981475830078
NTLGT00091C,PH112402083,2014-01-01,Y,0.2131261527538299,1.7722389698028564,0.4734770167957652,0.3186307515458884,0.3964473009109497
NTLGT00091D,PH112402034,2014-01-01,Y,-0.0324165746569633,0.6777977347373962,0.0267270281295145,0.0730784830744798,0.0119538903236389
NTLGT00091E,PH112402195,2014-01-01,Y,0.5053945183753967,12.757790565490724,2.810292844419126,3.0618334023433644,1.6257084608078003
NTLGT00091F,PH112402118,2014-01-01,Y,2.769629099930171e-05,1.0681477785110474,0.2933547446068297,0.2364060924499689,0.2651790976524353
NTLGT000920,PH112402158,2014-01-01,Y,51.00890350341797,51.00890350341797,51.00890350341797,0.0,51.00890350341797
NTLGT000921,PH137401006,2014-01-01,Y,39.75973510742188,39.75973510742188,39.75973510742188,0.0,39.75973510742188
NTLGT000922,PH137401002,2014-01-01,Y,38.61645126342773,38.61645126342773,38.61645126342773,0.0,38.61645126342773
NTLGT000923,PH137401010,2014-01-01,Y,31.82205390930176,31.82205390930176,31.82205390930176,0.0,31.82205390930176
NTLGT000924,PH137401025,2014-01-01,Y,,,,,
NTLGT000925,PH137503005,2014-01-01,Y,8.06057357788086,13.692474365234377,10.876523971557615,2.815950393676758,10.876523971557615
NTLGT000926,PH137503004,2014-01-01,Y,,,,,
NTLGT000927,PH137503013,2014-01-01,Y,6.317672252655029,7.779245853424072,7.048459053039551,0.7307868003845215,7.048459053039551
NTLGT000928,PH137603003,2014-01-01,Y,22.2838191986084,37.43825912475586,29.86103820800781,7.577219963073791,29.86103820800781
NTLGT000929,PH137603005,2014-01-01,Y,5.84613847732544,18.68605613708496,10.345228625882056,3.077095952869482,9.779045104980469
NTLGT00092A,PH137603008,2014-01-01,Y,2.786106586456299,21.11236953735352,10.303346252441406,5.706947688061205,7.884897232055664
NTLGT00092B,PH015518030,2014-01-01,Y,0.7223588228225708,4.526064395904541,1.875986099243164,1.2351106889531949,1.5949021577835083
NTLGT00092C,PH015518020,2014-01-01,Y,1.2971079349517822,3.289681434631348,2.167873764038086,0.7747013489802714,2.0875790119171143
NTLGT00092D,PH015518019,2014-01-01,Y,0.4070732891559601,1.2126824855804443,0.6827243169148763,0.2237777621371406,0.6847074031829834
NTLGT00092E,PH015518027,2014-01-01,Y,0.6960635185241699,1.172109603881836,0.9809358596801758,0.1598807838146473,1.02579665184021
NTLGT00092F,PH015518008,2014-01-01,Y,0.7940906286239624,4.064558506011963,1.922689878023588,0.8121395097976027,1.8067772388458248
NTLGT000930,PH015518029,2014-01-01,Y,1.0030471086502075,2.422083139419556,1.6369158029556274,0.529686945461723,1.5612664222717283
NTLGT000931,PH034919007,2014-01-01,Y,0.0086714988574385,0.1045524626970291,0.0443214476108551,0.0216420204315267,0.042324885725975
NTLGT000932,PH034919005,2014-01-01,Y,0.0190912820398807,0.302051305770874,0.0895787141261956,0.0623565297838979,0.0728337317705154
NTLGT000933,PH034919022,2014-01-01,Y,0.0275321267545223,0.2670240998268127,0.1069365426113731,0.0761217164109367,0.0595451816916465
NTLGT000934,PH050506032,2014-01-01,Y,10.38844108581543,10.38844108581543,10.38844108581543,0.0,10.38844108581543
NTLGT000935,PH050506058,2014-01-01,Y,0.0386914275586605,0.24829663336277,0.0985070616006851,0.0603892258809262,0.0742426365613937
NTLGT000936,PH050506067,2014-01-01,Y,4.996270179748535,8.206698417663574,6.601484298706055,1.6052141189575195,6.601484298706055
NTLGT000937,PH050506005,2014-01-01,Y,5.348523139953613,6.489859580993652,5.919191360473633,0.5706682205200195,5.919191360473633
NTLGT000938,PH050506024,2014-01-01,Y,,,,,
NTLGT000939,PH050506041,2014-01-01,Y,,,,,
NTLGT00093A,PH050506052,2014-01-01,Y,15.22561740875244,16.269224166870117,15.747421264648438,0.5218033790590557,15.747421264648438
NTLGT00093B,PH050506028,2014-01-01,Y,,,,,
NTLGT00093C,PH050506064,2014-01-01,Y,1.5845578908920288,3.286659479141236,2.4580958230154857,0.650847296457863,2.0713045597076416
NTLGT00093D,PH050506057,2014-01-01,Y,0.0541600473225116,0.4321654140949249,0.1302214860916137,0.0910430164774459,0.0915484875440597
NTLGT00093E,PH050506013,2014-01-01,Y,8.947449684143066,8.947449684143066,8.947449684143066,0.0,8.947449684143066
NTLGT00093F,PH063022008,2014-01-01,Y,8.292778968811035,8.292778968811035,8.292778968811035,0.0,8.292778968811035
NTLGT000940,PH063022078,2014-01-01,Y,,,,,
NTLGT000941,PH063022193,2014-01-01,Y,,,,,
NTLGT000942,PH063022006,2014-01-01,Y,,,,,
NTLGT000943,PH063022016,2014-01-01,Y,3.0086207389831543,3.689778089523315,3.365020751953125,0.2789800210631158,3.3966634273529053
NTLGT000944,PH063022026,2014-01-01,Y,0.9496651291847228,4.439565658569336,2.390955686569214,1.1349908548421253,2.2280569076538086
NTLGT000945,PH063022028,2014-01-01,Y,14.36441707611084,14.36441707611084,14.36441707611084,0.0,14.36441707611084
NTLGT000946,PH063022140,2014-01-01,Y,,,,,
NTLGT000947,PH063022113,2014-01-01,Y,,,,,
NTLGT000948,PH063022191,2014-01-01,Y,13.404815673828123,13.404815673828123,13.404815673828123,0.0,13.404815673828123
NTLGT000949,PH063022047,2014-01-01,Y,,,,,
NTLGT00094A,PH063022136,2014-01-01,Y,,,,,
NTLGT00094B,PH063022096,2014-01-01,Y,11.183452606201172,14.848455429077148,13.01595401763916,1.8325014114379885,13.01595401763916
NTLGT00094C,PH063022089,2014-01-01,Y,16.65751075744629,16.65751075744629,16.65751075744629,0.0,16.65751075744629
NTLGT00094D,PH063022100,2014-01-01,Y,,,,,
NTLGT00094E,PH063022090,2014-01-01,Y,,,,,
NTLGT00094F,PH063022003,2014-01-01,Y,16.03685760498047,16.03685760498047,16.03685760498047,0.0,16.03685760498047
NTLGT000950,PH063022195,2014-01-01,Y,18.52716636657715,18.52716636657715,18.52716636657715,0.0,18.52716636657715
NTLGT000951,PH063022104,2014-01-01,Y,,,,,
NTLGT000952,PH063022051,2014-01-01,Y,3.3686208724975586,4.283167839050293,3.825894355773926,0.4572734832763672,3.825894355773926
NTLGT000953,PH063022065,2014-01-01,Y,,,,,
NTLGT000954,PH063022128,2014-01-01,Y,7.460424900054932,7.460424900054932,7.460424900054932,0.0,7.460424900054932
NTLGT000955,PH063022076,2014-01-01,Y,,,,,
NTLGT000956,PH063022056,2014-01-01,Y,,,,,
NTLGT000957,PH063022019,2014-01-01,Y,1.7664023637771606,4.940854072570801,3.0964343547821045,0.9809430507262128,3.20205020904541
NTLGT000958,PH063022129,2014-01-01,Y,,,,,
NTLGT000959,PH063022173,2014-01-01,Y,2.010568141937256,6.470409393310547,4.2404890060424805,2.2299206256866584,4.2404890060424805
NTLGT00095A,PH063022087,2014-01-01,Y,10.092696189880373,12.422903060913086,11.25779914855957,1.165103435516455,11.25779914855957
NTLGT00095B,PH063022101,2014-01-01,Y,,,,,
NTLGT00095C,PH063022086,2014-01-01,Y,0.4744148254394531,3.098572015762329,1.6924450614235618,0.7591759856080773,1.8416051864624023
NTLGT00095D,PH063022050,2014-01-01,Y,7.161716938018799,8.889912605285645,8.0258150100708,0.8640978336334557,8.0258150100708
NTLGT00095E,PH072230018,2014-01-01,Y,51.73081588745117,51.73081588745117,51.73081588745117,0.0,51.73081588745117
NTLGT00095F,PH072230012,2014-01-01,Y,45.317604064941406,45.317604064941406,45.317604064941406,0.0,45.317604064941406
NTLGT000960,PH072230007,2014-01-01,Y,10.56885051727295,16.877910614013672,13.761412048339844,1.771825280347499,13.332558631896973
NTLGT000961,PH072230004,2014-01-01,Y,15.43106746673584,21.67154884338379,18.125330607096355,2.617921583969539,17.273378372192383
NTLGT000962,PH072230021,2014-01-01,Y,13.814783096313477,18.212684631347656,16.06899897257487,1.3938637540113077,16.041078567504883
NTLGT000963,PH072230019,2014-01-01,Y,17.50922393798828,26.97309112548828,23.04251352945964,3.27665941080168,23.213211059570312
NTLGT000964,PH072230005,2014-01-01,Y,10.985431671142578,22.28694534301757,18.026148478190105,3.287032659626179,18.72339630126953
NTLGT000965,PH083747105,2014-01-01,Y,0.7371920347213745,3.175000667572021,2.095627546310425,0.7618742175402855,2.1473307609558105
NTLGT000966,PH083747008,2014-01-01,Y,1.012036919593811,2.580437421798706,1.796237230300903,0.7842002511024497,1.796237230300903
NTLGT000967,PH083747078,2014-01-01,Y,,,,,
NTLGT000968,PH083747135,2014-01-01,Y,2.517942428588867,2.909248113632202,2.7904772758483887,0.159300644250782,2.867359399795532
NTLGT000969,PH083747147,2014-01-01,Y,3.777912139892578,3.777912139892578,3.777912139892578,0.0,3.777912139892578
NTLGT00096A,PH083747061,2014-01-01,Y,0.1501656919717788,0.2766551673412323,0.2136667172114054,0.051640384181744,0.2141793370246887
NTLGT00096B,PH083747026,2014-01-01,Y,-0.0179728344082832,0.5950568318367004,0.0536599547363991,0.1229237802638504,0.0068202596157789
NTLGT00096C,PH083747121,2014-01-01,Y,0.0847815126180648,1.2460317611694336,0.7346187004676232,0.3368451423452138,0.841980516910553
NTLGT00096D,PH083747086,2014-01-01,Y,,,,,
NTLGT00096E,PH083747106,2014-01-01,Y,,,,,
NTLGT00096F,PH083747052,2014-01-01,Y,,,,,
NTLGT000970,PH083747146,2014-01-01,Y,2.988213539123535,4.479192733764648,3.733703136444092,0.7454895973205566,3.733703136444092
NTLGT000971,PH083747092,2014-01-01,Y,,,,,
NTLGT000972,PH083747102,2014-01-01,Y,1.663307547569275,3.025395154953003,2.4398677349090576,0.5704432192194364,2.535384178161621
NTLGT000973,PH083747108,2014-01-01,Y,4.78930139541626,7.833133220672607,6.311217308044434,1.5219159126281738,6.311217308044434
NTLGT000974,PH083747155,2014-01-01,Y,0.2579302787780761,0.8453635573387146,0.4837664536067417,0.1859704319276949,0.5077196359634399
NTLGT000975,PH083747093,2014-01-01,Y,3.5354466438293457,3.5354466438293457,3.5354466438293457,0.0,3.5354466438293457
NTLGT000976,PH083747101,2014-01-01,Y,,,,,
NTLGT000977,PH083747103,2014-01-01,Y,,,,,
NTLGT000978,PH097332072,2014-01-01,Y,0.2354464083909988,7.214781761169434,2.1036825741038605,2.3273576181093336,0.957476019859314
NTLGT000979,PH097332074,2014-01-01,Y,0.0496887937188148,11.778559684753418,0.983741466815655,3.116287513433622,0.0971283242106437
NTLGT00097A,PH097332041,2014-01-01,Y,0.0651949942111969,0.3675313889980316,0.1545878838801729,0.0657008514646453,0.1294439285993576
NTLGT00097B,PH097332104,2014-01-01,Y,0.4478985071182251,3.5652997493743896,1.741382764733356,0.9796051865996436,1.671572208404541
NTLGT00097C,PH097332068,2014-01-01,Y,1.8020614385604856,4.018837928771973,2.910449743270874,1.108388245105745,2.910449743270874
NTLGT00097D,PH097332005,2014-01-01,Y,0.0263305567204952,0.5069295763969421,0.1472665835649539,0.0904053162941043,0.1392712593078613
NTLGT00097E,PH097332079,2014-01-01,Y,0.1283110976219177,1.4850239753723145,0.3913734320438269,0.3681413171633229,0.1989643722772598
NTLGT00097F,PH097332024,2014-01-01,Y,-0.021574841812253,0.5579932332038879,0.0439953321821234,0.0605348450920175,0.0288339257240295
NTLGT000980,PH097332025,2014-01-01,Y,0.0070290006697177,0.2653699219226837,0.0619240760803222,0.0481513209984207,0.046472642570734
NTLGT000981,PH097332075,2014-01-01,Y,4.0684661865234375,26.278301239013672,15.100213050842283,7.854289573267065,15.027042388916016
NTLGT000982,PH097332102,2014-01-01,Y,0.2847120463848114,5.236037254333496,1.606642586844308,1.469617091799114,0.9642614126205444
NTLGT000983,PH097332040,2014-01-01,Y,-0.0499794743955135,0.0567380972206592,0.0064593496169635,0.0202337902080613,0.0074347727932035
NTLGT000984,PH097332054,2014-01-01,Y,-0.0211803670972585,0.2237393707036972,0.0529147877412683,0.0446348631012096,0.0390293523669242
NTLGT000985,PH097332077,2014-01-01,Y,13.753331184387209,13.753331184387209,13.753331184387209,0.0,13.753331184387209
NTLGT000986,PH097332042,2014-01-01,Y,-0.0012086533242836,0.3192906975746155,0.0877440177788168,0.0723286959267473,0.0705974921584129
NTLGT000987,PH097332094,2014-01-01,Y,7.294681549072266,16.93712615966797,9.933610182542068,2.667260012194151,9.480539321899414
NTLGT000988,PH097332036,2014-01-01,Y,0.0211077202111482,0.1555276811122894,0.0896531196489726,0.0248318882721547,0.0868783667683601
NTLGT000989,PH097332066,2014-01-01,Y,0.014845797792077,0.1661435961723327,0.0713920739980844,0.0319217084030732,0.0661556646227836
NTLGT00098A,PH104305080,2014-01-01,Y,,,,,
NTLGT00098B,PH104305019,2014-01-01,Y,37.52217483520508,37.52217483520508,37.52217483520508,0.0,37.52217483520508
NTLGT00098C,PH104305049,2014-01-01,Y,1.0962650775909424,21.225059509277344,8.334362376819957,7.017540407325498,5.342177391052246
NTLGT00098D,PH104305008,2014-01-01,Y,,,,,
NTLGT00098E,PH104305027,2014-01-01,Y,32.77048873901367,32.77048873901367,32.77048873901367,0.0,32.77048873901367
NTLGT00098F,PH104305030,2014-01-01,Y,,,,,
NTLGT000990,PH104305021,2014-01-01,Y,46.035743713378906,46.035743713378906,46.035743713378906,0.0,46.035743713378906
NTLGT000991,PH104305018,2014-01-01,Y,36.64656448364258,36.64656448364258,36.64656448364258,0.0,36.64656448364258
NTLGT000992,PH104305044,2014-01-01,Y,3.876374244689941,30.905088424682617,13.815704345703123,7.959221058673768,11.486708641052246
NTLGT000993,PH104305013,2014-01-01,Y,30.82683181762696,30.82683181762696,30.82683181762696,0.0,30.82683181762696
NTLGT000994,PH112402188,2014-01-01,Y,-0.0249580722302198,0.0638345554471015,0.0236962570427612,0.0156971315838273,0.0237621460109949
NTLGT000995,PH112402191,2014-01-01,Y,0.0021887021139264,0.8657782673835754,0.0676771073114304,0.0909883284603895,0.0478065758943557
NTLGT000996,PH112402065,2014-01-01,Y,-0.0121654439717531,1.7407037019729614,0.0695262149655275,0.1508557028891516,0.0345472879707813
NTLGT000997,PH112402183,2014-01-01,Y,-0.0243200007826089,0.0628708079457283,0.0211758350762795,0.0151914869665623,0.0213382691144943
NTLGT000998,PH112402026,2014-01-01,Y,0.3700791597366333,8.896141052246094,2.810559879649769,2.288183971249913,2.1905975341796875
NTLGT000999,PH112402062,2014-01-01,Y,0.0410048104822635,0.4236452877521515,0.1001622070700435,0.0718614423686433,0.0819525644183158
NTLGT00099A,PH112402031,2014-01-01,Y,3.6624910831451416,18.34210968017578,8.133755275181361,3.034927572970782,7.072141647338867
NTLGT00099B,PH112402017,2014-01-01,Y,0.3778125047683716,1.0198068618774414,0.524234390258789,0.1515983835042647,0.4705756306648254
NTLGT00099C,PH112402157,2014-01-01,Y,,,,,
NTLGT00099D,PH112402161,2014-01-01,Y,47.634883880615234,47.634883880615234,47.634883880615234,0.0,47.634883880615234
NTLGT00099E,PH112402121,2014-01-01,Y,-0.0328981503844261,0.1148771047592163,0.01206830122175,0.0149345589927822,0.0118308411911129
NTLGT00099F,PH112402061,2014-01-01,Y,6.052536487579346,29.94880485534668,12.762464735243055,4.63802592346546,13.179275512695312
NTLGT0009A0,PH112402054,2014-01-01,Y,0.0810950845479965,0.4465381205081939,0.1988856274148692,0.100533172028153,0.1651080548763275
NTLGT0009A1,PH112402082,2014-01-01,Y,0.325391411781311,1.8256796598434448,0.7041042872837612,0.3636148647891273,0.5469759702682495
NTLGT0009A2,PH112402125,2014-01-01,Y,1.4289265871047974,20.916709899902344,4.525886535644531,3.8366473591020434,2.8911497592926025
NTLGT0009A3,PH112402020,2014-01-01,Y,2.927067518234253,41.16926193237305,19.73681640625,11.183405062099016,21.373130798339844
NTLGT0009A4,PH112402156,2014-01-01,Y,,,,,
NTLGT0009A5,PH112402059,2014-01-01,Y,1.7569775581359863,8.174482345581055,4.449439154730903,2.127703010342708,3.925306558609009
NTLGT0009A6,PH112402175,2014-01-01,Y,-0.017272287979722,0.1175309941172599,0.0255017545488145,0.0278827224119345,0.0177597310394048
NTLGT0009A7,PH112402044,2014-01-01,Y,0.0512713566422462,1.951811671257019,0.6495519214206271,0.5579794489810442,0.4168320298194885
NTLGT0009A8,PH112402052,2014-01-01,Y,0.2694828808307647,3.4259636402130127,1.2747675288807263,0.8022274723857541,1.074665904045105
NTLGT0009A9,PH112402168,2014-01-01,Y,,,,,
NTLGT0009AA,PH112402029,2014-01-01,Y,0.0557197518646717,4.692150115966797,0.7071656058816349,0.968583163673817,0.416874349117279
NTLGT0009AB,PH112402021,2014-01-01,Y,8.736623764038086,34.58634948730469,21.063197544642858,6.8161849714323015,21.9755859375
NTLGT0009AC,PH112402171,2014-01-01,Y,46.11174392700195,46.11174392700195,46.11174392700195,0.0,46.11174392700195
NTLGT0009AD,PH112402101,2014-01-01,Y,6.922101974487305,20.33499336242676,15.116533684008049,3.597490748733318,14.63954734802246
NTLGT0009AE,PH112402003,2014-01-01,Y,0.293644517660141,1.0526940822601318,0.5736203874860492,0.2321453691452021,0.5076117515563965
NTLGT0009AF,PH112402123,2014-01-01,Y,0.1423722803592682,0.903918445110321,0.399138380841511,0.190722767712669,0.3996782898902893
NTLGT0009B0,PH137401014,2014-01-01,Y,44.36872100830078,44.36872100830078,44.36872100830078,0.0,44.36872100830078
NTLGT0009B1,PH137401007,2014-01-01,Y,,,,,
NTLGT0009B2,PH137401020,2014-01-01,Y,28.89853477478028,28.89853477478028,28.89853477478028,0.0,28.89853477478028
NTLGT0009B3,PH137401015,2014-01-01,Y,28.554832458496094,28.950000762939453,28.752416610717773,0.1975841522216797,28.752416610717773
NTLGT0009B4,PH137401024,2014-01-01,Y,29.06490707397461,29.06490707397461,29.06490707397461,0.0,29.06490707397461
NTLGT0009B5,PH137503003,2014-01-01,Y,,,,,
NTLGT0009B6,PH137503006,2014-01-01,Y,,,,,
NTLGT0009B7,PH137503009,2014-01-01,Y,18.59956169128418,33.560203552246094,25.77913818359375,5.759948610835195,24.72662734985352
NTLGT0009B8,PH015518014,2014-01-01,Y,2.696866273880005,2.9428694248199463,2.819867849349976,0.1230015754699707,2.819867849349976
NTLGT0009B9,PH015518013,2014-01-01,Y,12.279390335083008,12.279390335083008,12.279390335083008,0.0,12.279390335083008
NTLGT0009BA,PH015518015,2014-01-01,Y,3.583712816238404,3.583712816238404,3.583712816238404,0.0,3.583712816238404
NTLGT0009BB,PH015518002,2014-01-01,Y,2.8158366680145264,3.955145835876465,3.3152507146199546,0.475610188942047,3.174769401550293
NTLGT0009BC,PH015518021,2014-01-01,Y,5.559891700744629,13.710497856140137,8.61130460103353,2.6744724777223388,8.173284530639648
NTLGT0009BD,PH015518001,2014-01-01,Y,3.694799900054932,11.532443046569824,6.828001976013184,3.193632112441932,6.042382717132568
NTLGT0009BE,PH015518018,2014-01-01,Y,3.181703329086304,6.027199745178223,4.47223711013794,1.1241487681286322,4.340023040771484
NTLGT0009BF,PH015518017,2014-01-01,Y,1.578481912612915,9.661423683166504,4.689950731065538,2.5707998798986544,4.479401588439941
NTLGT0009C0,PH034919012,2014-01-01,Y,0.0618943013250827,1.4276963472366333,0.3222728305392795,0.3204765092915052,0.1919662952423095
NTLGT0009C1,PH034919008,2014-01-01,Y,0.0475015938282012,0.6181259155273438,0.2125371170043945,0.1652179042890746,0.1465257406234741
NTLGT0009C2,PH050506060,2014-01-01,Y,0.0921768099069595,0.3232366442680359,0.1956635543278285,0.0569633653010968,0.1870504915714264
NTLGT0009C3,PH050506008,2014-01-01,Y,,,,,
NTLGT0009C4,PH050506070,2014-01-01,Y,0.1424522846937179,4.304742813110352,0.7371815006907393,0.7910909110522388,0.4970064163208008
NTLGT0009C5,PH050506040,2014-01-01,Y,1.6140133142471311,3.9772133827209473,2.7956132888793945,1.1816000342369095,2.7956132888793945
NTLGT0009C6,PH050506047,2014-01-01,Y,0.0455138310790061,0.4616075456142425,0.1624739037619696,0.1343615280475528,0.0855312198400497
NTLGT0009C7,PH050506063,2014-01-01,Y,0.3375528454780578,5.720490455627441,1.9580298337069424,1.5976439430697382,1.3001538515090942
NTLGT0009C8,PH050506029,2014-01-01,Y,,,,,
NTLGT0009C9,PH050506034,2014-01-01,Y,,,,,
NTLGT0009CA,PH050506074,2014-01-01,Y,2.272525787353516,7.525351047515869,4.964751243591309,1.88184795408057,5.030563354492188
NTLGT0009CB,PH050506054,2014-01-01,Y,0.1188099533319473,2.9909861087799072,0.634300708770752,0.5987646942633006,0.4622071385383606
NTLGT0009CC,PH063022200,2014-01-01,Y,18.188066482543945,18.188066482543945,18.188066482543945,0.0,18.188066482543945
NTLGT0009CD,PH063022135,2014-01-01,Y,4.971051216125488,7.184999942779541,6.349711100260417,0.982117029521671,6.893081188201904
NTLGT0009CE,PH063022017,2014-01-01,Y,9.64709186553955,13.605093955993652,11.626092910766602,1.9790010452270508,11.626092910766602
NTLGT0009CF,PH063022120,2014-01-01,Y,4.51787805557251,7.178596496582031,5.848237037658691,1.330359220504782,5.848237037658691
NTLGT0009D0,PH063022007,2014-01-01,Y,20.902812957763672,20.902812957763672,20.902812957763672,0.0,20.902812957763672
NTLGT0009D1,PH063022192,2014-01-01,Y,,,,,
NTLGT0009D2,PH063022049,2014-01-01,Y,0.8448940515518188,4.017951965332031,2.426215648651123,1.1592987649468387,2.421008586883545
NTLGT0009D3,PH063022031,2014-01-01,Y,4.11191987991333,5.306427955627441,4.709174156188965,0.5972540378571033,4.709174156188965
NTLGT0009D4,PH063022107,2014-01-01,Y,,,,,
NTLGT0009D5,PH063022044,2014-01-01,Y,,,,,
NTLGT0009D6,PH063022067,2014-01-01,Y,0.925453245639801,4.076910495758057,2.204625447591146,1.0839009624564058,1.6341129541397097
NTLGT0009D7,PH063022072,2014-01-01,Y,1.3240975141525269,40.72238159179688,10.607942581176758,11.558770693083336,5.740764141082764
NTLGT0009D8,PH063022070,2014-01-01,Y,,,,,
NTLGT0009D9,PH063022198,2014-01-01,Y,,,,,
NTLGT0009DA,PH063022133,2014-01-01,Y,,,,,
NTLGT0009DB,PH063022103,2014-01-01,Y,13.260412216186523,13.260412216186523,13.260412216186523,0.0,13.260412216186523
NTLGT0009DC,PH063022004,2014-01-01,Y,3.953613519668579,10.656489372253418,7.4438902537028,2.3355398695098684,7.195379734039307
NTLGT0009DD,PH063022036,2014-01-01,Y,7.89637279510498,11.843477249145508,9.869924545288086,1.9735522270203207,9.869924545288086
NTLGT0009DE,PH063022163,2014-01-01,Y,,,,,
NTLGT0009DF,PH063022009,2014-01-01,Y,15.840171813964844,15.840171813964844,15.840171813964844,0.0,15.840171813964844
NTLGT0009E0,PH063022166,2014-01-01,Y,3.039965867996216,3.4902565479278564,3.265111207962036,0.2251453399658203,3.265111207962036
NTLGT0009E1,PH063022151,2014-01-01,Y,2.040996789932251,6.490418910980225,3.761249542236328,1.4518697177949609,3.744856834411621
NTLGT0009E2,PH063022046,2014-01-01,Y,,,,,
NTLGT0009E3,PH063022061,2014-01-01,Y,,,,,
NTLGT0009E4,PH063022146,2014-01-01,Y,,,,,
NTLGT0009E5,PH063022185,2014-01-01,Y,12.97514820098877,12.97514820098877,12.97514820098877,0.0,12.97514820098877
NTLGT0009E6,PH063022202,2014-01-01,Y,,,,,
NTLGT0009E7,PH063022088,2014-01-01,Y,18.529693603515625,18.529693603515625,18.529693603515625,0.0,18.529693603515625
NTLGT0009E8,PH063022057,2014-01-01,Y,,,,,
NTLGT0009E9,PH063022075,2014-01-01,Y,,,,,
NTLGT0009EA,PH072230010,2014-01-01,Y,48.083106994628906,50.44921112060547,49.26615905761719,1.1830520629882812,49.26615905761719
NTLGT0009EB,PH072230020,2014-01-01,Y,8.5730619430542,30.87549591064453,17.62975856236049,7.464908054759212,16.857248306274414
NTLGT0009EC,PH072230017,2014-01-01,Y,18.188018798828125,35.49234771728516,25.135889689127605,5.426140394741205,24.114238739013672
NTLGT0009ED,PH072230002,2014-01-01,Y,35.96756362915039,46.705345153808594,41.336456298828125,5.36889076232944,41.336456298828125
NTLGT0009EE,PH072230015,2014-01-01,Y,7.489466190338135,25.67950820922852,16.45946502685547,6.323753361931158,16.99404525756836
NTLGT0009EF,PH072230016,2014-01-01,Y,25.45600318908692,41.5862922668457,33.646766662597656,5.704708192856268,33.77238464355469
NTLGT0009F0,PH083747058,2014-01-01,Y,,,,,
NTLGT0009F1,PH083747089,2014-01-01,Y,,,,,
NTLGT0009F2,PH083747006,2014-01-01,Y,9.951394081115724,9.951394081115724,9.951394081115724,0.0,9.951394081115724
NTLGT0009F3,PH083747154,2014-01-01,Y,,,,,
NTLGT0009F4,PH083747080,2014-01-01,Y,,,,,
NTLGT0009F5,PH083747047,2014-01-01,Y,6.819100856781006,6.819100856781006,6.819100856781006,0.0,6.819100856781006
NTLGT0009F6,PH083747145,2014-01-01,Y,,,,,
NTLGT0009F7,PH083747142,2014-01-01,Y,,,,,
NTLGT0009F8,PH083747070,2014-01-01,Y,,,,,
NTLGT0009F9,PH083747020,2014-01-01,Y,0.0201852861791849,0.0946333259344101,0.0599753856658935,0.0244745250656151,0.0605800338089466
NTLGT0009FA,PH083747153,2014-01-01,Y,,,,,
NTLGT0009FB,PH083747025,2014-01-01,Y,-0.0096704429015517,0.6263443231582642,0.0762662583209098,0.1344839944097326,0.0218934156000614
NTLGT0009FC,PH083747134,2014-01-01,Y,1.9251049757003784,3.1223578453063965,2.6535035769144693,0.5220957913575819,2.913047790527344
NTLGT0009FD,PH083747091,2014-01-01,Y,,,,,
NTLGT0009FE,PH083747036,2014-01-01,Y,,,,,
NTLGT0009FF,PH083747088,2014-01-01,Y,4.59787130355835,4.59787130355835,4.59787130355835,0.0,4.59787130355835
